amount,hour,day_of_week,merchant_cat,merchant_risk_score,is_new_merchant,txn_per_day,avg_amount_7d,device_change,location_change,failed_txn_count,city,bank,is_weekend,is_fraud,txn_id,amount_to_avg_ratio,txn_date
89.62,19,3,entertainment,0.22,0,1,1510.1,0,0,0,Kolkata,SBI,0,0,TXN0020452,0.059,2024-01-15
1332.23,19,0,grocery,0.05,0,2,272.32,0,0,0,Hyderabad,Yes Bank,0,0,TXN0033966,4.874,2024-01-24
4354.25,15,5,shopping,0.18,0,2,1139.46,0,0,0,Bengaluru,Yes Bank,0,0,TXN0037687,3.818,2024-01-27
1265.92,21,4,food,0.07,0,3,1150.72,0,0,0,Hyderabad,SBI,0,0,TXN0009481,1.099,2024-01-07
620.43,21,2,fuel,0.1,0,4,931.34,0,0,0,Mumbai,SBI,0,0,TXN0036275,0.665,2024-01-26
940.35,11,3,transport,0.08,0,2,2073.09,0,0,2,Mumbai,HDFC,0,0,TXN0053089,0.453,2024-02-06
502.5,21,1,food,0.07,0,1,825.55,0,0,0,Bengaluru,HDFC,0,0,TXN0054814,0.608,2024-02-08
1526.32,17,5,grocery,0.05,0,4,1566.55,0,0,0,Mumbai,HDFC,0,0,TXN0073250,0.974,2024-02-20
5287.46,14,1,other,0.12,1,4,1668.23,0,0,1,Mumbai,Yes Bank,0,0,TXN0018630,3.168,2024-01-13
1188.28,8,6,shopping,0.18,0,1,3411.88,0,0,0,Delhi,HDFC,0,0,TXN0007588,0.348,2024-01-06
6783.14,4,6,entertainment,0.22,1,10,191.12,1,1,2,Kolkata,Kotak,1,1,TXN0096421,35.307,2024-03-07
615.11,9,5,transport,0.08,0,3,813.02,0,0,0,Chennai,SBI,1,0,TXN0052294,0.756,2024-02-06
199949.1,3,2,food,0.07,0,24,252.79,1,1,1,Kolkata,Kotak,1,1,TXN0096275,787.853,2024-03-07
2825.29,10,6,utility,0.04,0,1,3053.16,0,0,0,Hyderabad,SBI,1,0,TXN0004228,0.925,2024-01-03
2858.27,12,6,utility,0.04,0,3,2414.9,0,0,0,Kolkata,Yes Bank,0,0,TXN0093819,1.183,2024-03-06
2316.98,12,1,transport,0.08,0,2,2026.6,0,0,1,Pune,SBI,1,0,TXN0063337,1.143,2024-02-13
13605.1,12,3,grocery,0.05,0,2,411.82,1,0,0,Delhi,Kotak,1,0,TXN0037169,32.956,2024-01-26
2022.87,9,2,food,0.07,0,2,585.24,0,0,0,Pune,HDFC,0,0,TXN0093951,3.451,2024-03-06
12021.45,22,3,grocery,0.05,0,5,4141.36,0,0,0,Bengaluru,Yes Bank,0,0,TXN0048540,2.902,2024-02-03
1275.0,18,1,other,0.12,0,4,902.16,0,1,0,Chennai,HDFC,0,0,TXN0068180,1.412,2024-02-17
373.34,17,2,utility,0.04,0,2,525.49,0,0,0,Pune,SBI,0,0,TXN0036590,0.709,2024-01-26
2217.62,21,0,education,0.03,0,4,243.51,0,0,2,Bengaluru,HDFC,0,0,TXN0009700,9.07,2024-01-07
2043.8,9,5,other,0.12,0,5,193.07,0,0,2,Mumbai,Kotak,0,0,TXN0049809,10.531,2024-02-04
1158.33,13,2,education,0.03,0,2,2329.26,0,0,0,Mumbai,Yes Bank,0,0,TXN0024856,0.497,2024-01-18
1506.98,17,4,entertainment,0.22,1,5,1258.8,0,0,0,Mumbai,Axis,0,0,TXN0065457,1.196,2024-02-15
1183.79,22,4,transport,0.08,0,2,2582.17,0,0,0,Mumbai,HDFC,0,0,TXN0052366,0.458,2024-02-06
1462.6,20,1,utility,0.04,0,1,276.23,0,0,0,Hyderabad,Yes Bank,1,0,TXN0018473,5.276,2024-01-13
3453.33,14,1,fuel,0.1,0,4,2124.15,0,0,0,Bengaluru,HDFC,0,0,TXN0053633,1.625,2024-02-07
3300.48,9,4,transport,0.08,1,2,2009.85,0,0,0,Mumbai,ICICI,0,0,TXN0081966,1.641,2024-02-26
1210.96,15,0,transport,0.08,1,5,305.18,0,0,0,Delhi,Kotak,0,0,TXN0016028,3.955,2024-01-12
1084.38,10,6,grocery,0.05,1,4,3103.86,0,1,0,Pune,HDFC,0,0,TXN0033681,0.349,2024-01-24
390.74,17,2,other,0.12,0,3,504.44,0,0,0,Pune,Kotak,0,0,TXN0040212,0.773,2024-01-28
5162.08,13,5,food,0.07,0,1,773.1,0,0,0,Kolkata,Yes Bank,0,0,TXN0086631,6.668,2024-03-01
1872.83,14,0,grocery,0.05,0,1,559.33,0,0,0,Mumbai,Kotak,0,0,TXN0066823,3.342,2024-02-16
103.08,10,0,shopping,0.18,0,3,333.1,0,0,0,Mumbai,Axis,0,0,TXN0007828,0.309,2024-01-06
6693.1,22,3,entertainment,0.22,0,3,284.8,0,0,0,Chennai,HDFC,1,0,TXN0067239,23.419,2024-02-16
586.51,10,3,transport,0.08,0,3,280.23,0,0,0,Chennai,Kotak,0,0,TXN0089488,2.086,2024-03-03
280.4,11,4,shopping,0.18,0,3,657.81,0,0,0,Ahmedabad,Yes Bank,0,0,TXN0002059,0.426,2024-01-02
1974.75,12,2,transport,0.08,0,1,970.63,0,0,0,Ahmedabad,SBI,1,0,TXN0081833,2.032,2024-02-26
628.45,19,6,utility,0.04,0,2,1307.16,0,0,0,Bengaluru,Axis,1,0,TXN0057208,0.48,2024-02-09
358.98,14,2,transport,0.08,1,2,1197.67,0,0,0,Hyderabad,SBI,0,0,TXN0076321,0.299,2024-02-23
661.24,20,3,healthcare,0.06,0,5,487.58,0,1,0,Chennai,ICICI,0,0,TXN0007763,1.353,2024-01-06
967.11,7,5,food,0.07,0,4,1410.35,0,0,2,Kolkata,Axis,0,0,TXN0051384,0.685,2024-02-05
1092.77,20,0,entertainment,0.22,0,3,296.69,0,0,0,Chennai,ICICI,0,0,TXN0086287,3.671,2024-02-29
769.18,8,0,other,0.12,0,2,894.54,0,1,0,Kolkata,Kotak,0,0,TXN0062618,0.859,2024-02-13
288.4,20,5,other,0.12,0,4,1640.07,0,0,0,Chennai,SBI,1,0,TXN0048619,0.176,2024-02-03
150.98,8,0,other,0.12,0,4,1119.41,0,0,0,Chennai,Kotak,1,0,TXN0093476,0.135,2024-03-05
92.36,15,2,grocery,0.05,0,5,1287.86,0,0,1,Kolkata,SBI,0,0,TXN0037898,0.072,2024-01-27
553.81,16,5,travel,0.25,0,5,841.92,0,0,0,Hyderabad,SBI,0,0,TXN0066331,0.657,2024-02-16
293.67,13,2,fuel,0.1,1,5,1027.06,0,0,0,Mumbai,HDFC,0,0,TXN0082690,0.286,2024-02-27
2578.11,15,1,transport,0.08,0,3,458.55,0,0,1,Delhi,ICICI,0,0,TXN0039569,5.61,2024-01-28
214.99,11,4,healthcare,0.06,0,3,762.25,0,0,0,Kolkata,Yes Bank,0,0,TXN0027336,0.282,2024-01-19
1592.32,9,3,other,0.12,0,3,1017.91,0,0,0,Delhi,Axis,1,0,TXN0058023,1.563,2024-02-10
155.31,15,6,transport,0.08,1,2,1528.25,0,0,1,Hyderabad,Axis,0,0,TXN0047692,0.102,2024-02-03
281.76,11,5,fuel,0.1,0,2,638.7,0,0,0,Bengaluru,Yes Bank,0,0,TXN0018550,0.44,2024-01-13
870.06,13,0,travel,0.25,0,1,1031.99,0,0,0,Kolkata,Yes Bank,0,0,TXN0053185,0.842,2024-02-06
430.42,9,2,entertainment,0.22,0,4,691.18,0,0,0,Mumbai,Yes Bank,0,0,TXN0012548,0.622,2024-01-09
43083.36,0,1,travel,0.25,1,15,223.36,1,1,0,Delhi,Yes Bank,0,1,TXN0097191,192.028,2024-03-08
250.93,14,5,utility,0.04,0,3,3727.44,0,0,0,Pune,Axis,0,0,TXN0033538,0.067,2024-01-24
450.83,12,2,entertainment,0.22,0,4,4489.08,0,0,0,Chennai,Axis,0,0,TXN0044618,0.1,2024-01-31
41817.6,1,4,shopping,0.18,1,18,341.81,1,1,2,Delhi,HDFC,1,1,TXN0098023,121.985,2024-03-09
2149.05,19,5,travel,0.25,0,5,1840.34,0,0,0,Mumbai,SBI,1,0,TXN0058716,1.167,2024-02-10
185.36,14,3,food,0.07,0,1,870.51,0,0,1,Mumbai,Kotak,0,0,TXN0038004,0.213,2024-01-27
763.38,15,4,grocery,0.05,0,3,4552.72,0,0,0,Mumbai,Axis,0,0,TXN0053443,0.168,2024-02-07
1645.12,16,6,grocery,0.05,0,4,1275.36,0,0,0,Hyderabad,Kotak,1,0,TXN0090824,1.289,2024-03-04
5976.87,22,1,food,0.07,0,4,1056.64,0,0,0,Hyderabad,ICICI,0,0,TXN0000135,5.651,2024-01-01
1287.49,8,3,grocery,0.05,1,4,1311.43,0,0,0,Hyderabad,HDFC,0,0,TXN0090371,0.981,2024-03-03
354.95,11,5,healthcare,0.06,0,1,1862.17,0,0,0,Ahmedabad,ICICI,1,0,TXN0082713,0.191,2024-02-27
2369.63,22,3,shopping,0.18,0,3,1692.29,0,0,0,Bengaluru,Kotak,0,0,TXN0009051,1.399,2024-01-07
329.05,13,2,grocery,0.05,0,1,715.11,0,1,0,Pune,Yes Bank,0,0,TXN0050024,0.459,2024-02-04
2392.66,8,3,utility,0.04,0,2,751.8,0,0,0,Hyderabad,HDFC,0,0,TXN0053022,3.178,2024-02-06
894.36,15,2,healthcare,0.06,0,1,1617.49,0,0,0,Delhi,Kotak,0,0,TXN0062086,0.553,2024-02-13
488.61,9,6,education,0.03,0,4,622.31,0,0,0,Pune,Yes Bank,0,0,TXN0013953,0.784,2024-01-10
3692.78,10,1,utility,0.04,0,4,1416.49,0,0,0,Delhi,Yes Bank,0,0,TXN0087471,2.605,2024-03-01
961.4,15,1,entertainment,0.22,0,1,852.93,0,0,1,Bengaluru,HDFC,1,0,TXN0031022,1.126,2024-01-22
46747.8,5,6,shopping,0.18,1,12,941.47,1,1,1,Mumbai,Axis,1,1,TXN0095176,49.601,2024-03-07
1744.23,16,0,entertainment,0.22,0,2,791.12,0,0,1,Hyderabad,HDFC,0,0,TXN0022311,2.202,2024-01-16
313.18,20,6,grocery,0.05,0,3,691.47,0,0,0,Mumbai,Kotak,0,0,TXN0027286,0.452,2024-01-19
128561.21,2,3,other,0.12,1,8,105.63,1,1,1,Ahmedabad,SBI,1,1,TXN0097732,1205.676,2024-03-08
958.91,17,6,education,0.03,0,4,1408.13,0,0,0,Pune,Axis,0,0,TXN0066477,0.68,2024-02-16
81789.17,2,1,other,0.12,1,23,337.19,0,1,2,Pune,Axis,0,1,TXN0099857,241.844,2024-03-10
6358.37,12,6,utility,0.04,0,5,2609.09,0,0,0,Pune,SBI,0,0,TXN0056518,2.436,2024-02-09
4150.65,13,3,shopping,0.18,0,1,1873.73,0,0,0,Kolkata,Kotak,0,0,TXN0049571,2.214,2024-02-04
1819.83,10,1,fuel,0.1,0,3,1486.9,0,0,0,Ahmedabad,HDFC,0,0,TXN0018139,1.223,2024-01-13
1475.48,17,0,healthcare,0.06,0,4,409.79,0,1,0,Mumbai,Yes Bank,1,0,TXN0059209,3.592,2024-02-11
681.98,14,0,education,0.03,0,5,387.88,0,0,0,Ahmedabad,Axis,0,0,TXN0032485,1.754,2024-01-23
1699.07,13,4,travel,0.25,0,2,484.55,0,0,0,Mumbai,Axis,1,0,TXN0084855,3.499,2024-02-28
1347.85,12,1,education,0.03,0,2,2450.14,1,0,0,Pune,Kotak,0,0,TXN0038246,0.55,2024-01-27
3388.63,12,1,entertainment,0.22,0,4,1604.65,0,0,0,Delhi,Axis,0,0,TXN0066369,2.11,2024-02-16
679.46,13,0,transport,0.08,0,1,1640.82,0,0,0,Mumbai,ICICI,0,0,TXN0052786,0.414,2024-02-06
619.14,17,3,grocery,0.05,0,2,377.06,0,0,1,Kolkata,Kotak,0,0,TXN0034302,1.638,2024-01-24
7407.59,11,0,healthcare,0.06,0,2,2340.37,0,0,0,Kolkata,HDFC,1,0,TXN0060243,3.164,2024-02-11
1851.24,12,1,grocery,0.05,0,2,1238.38,0,0,0,Chennai,Axis,0,0,TXN0072147,1.494,2024-02-20
1700.78,22,5,food,0.07,0,1,2099.58,0,0,0,Bengaluru,ICICI,1,0,TXN0065706,0.81,2024-02-15
251.81,22,0,healthcare,0.06,1,1,1038.16,0,0,0,Ahmedabad,Kotak,0,0,TXN0011727,0.242,2024-01-09
3504.2,16,2,food,0.07,0,1,459.86,0,0,0,Bengaluru,Axis,0,0,TXN0003614,7.604,2024-01-03
373.61,11,6,education,0.03,0,5,2834.93,0,0,1,Mumbai,ICICI,0,0,TXN0086167,0.132,2024-02-29
1080.58,9,0,food,0.07,0,2,904.08,0,0,0,Pune,Kotak,0,0,TXN0019527,1.194,2024-01-14
2361.58,15,1,transport,0.08,0,3,1981.84,0,0,0,Mumbai,ICICI,0,0,TXN0087603,1.191,2024-03-01
217.93,10,0,grocery,0.05,0,1,318.44,0,0,0,Mumbai,Axis,0,0,TXN0046082,0.682,2024-02-02
786.08,10,2,entertainment,0.22,1,2,1508.19,0,0,0,Ahmedabad,Yes Bank,1,0,TXN0092033,0.521,2024-03-04
2594.66,17,5,utility,0.04,0,3,1909.49,0,0,0,Delhi,ICICI,1,0,TXN0047370,1.358,2024-02-02
860.33,15,6,healthcare,0.06,0,5,1146.76,0,0,0,Delhi,HDFC,0,0,TXN0043421,0.75,2024-01-31
1351.54,21,2,grocery,0.05,0,5,418.16,0,0,0,Bengaluru,ICICI,0,0,TXN0038594,3.224,2024-01-27
311.23,12,5,grocery,0.05,0,1,5096.11,0,0,0,Hyderabad,Kotak,0,0,TXN0032718,0.061,2024-01-23
148.7,22,6,education,0.03,0,5,401.64,0,0,0,Pune,HDFC,0,0,TXN0053893,0.369,2024-02-07
559.93,13,1,utility,0.04,0,3,3486.03,0,0,0,Mumbai,HDFC,0,0,TXN0058713,0.161,2024-02-10
2118.17,7,2,education,0.03,0,4,890.12,0,0,0,Hyderabad,SBI,0,0,TXN0005641,2.377,2024-01-04
236.87,19,1,other,0.12,0,4,3888.45,0,0,0,Pune,Yes Bank,0,0,TXN0064778,0.061,2024-02-14
1651.57,9,0,food,0.07,0,3,2201.69,0,0,1,Pune,HDFC,1,0,TXN0027923,0.75,2024-01-20
960.67,20,0,transport,0.08,0,1,1355.38,0,0,0,Ahmedabad,Axis,0,0,TXN0002785,0.708,2024-01-02
2395.33,10,2,shopping,0.18,0,5,1498.89,0,0,0,Pune,SBI,1,0,TXN0028427,1.597,2024-01-20
1072.68,19,4,food,0.07,0,1,708.18,0,0,0,Kolkata,Axis,0,0,TXN0044644,1.513,2024-02-01
2144.61,20,0,other,0.12,0,5,4075.08,0,0,0,Hyderabad,HDFC,0,0,TXN0093192,0.526,2024-03-05
3016.54,13,1,transport,0.08,0,3,663.14,0,0,0,Bengaluru,HDFC,0,0,TXN0067780,4.542,2024-02-17
1516.85,12,2,shopping,0.18,0,5,1650.65,0,0,0,Delhi,HDFC,0,0,TXN0032072,0.918,2024-01-23
640.34,22,3,utility,0.04,0,5,5152.04,0,0,0,Chennai,Kotak,1,0,TXN0043695,0.124,2024-01-31
759.96,20,6,grocery,0.05,0,5,265.6,0,0,0,Ahmedabad,HDFC,1,0,TXN0041218,2.851,2024-01-29
1875.47,12,5,utility,0.04,1,1,988.77,0,0,1,Chennai,ICICI,1,0,TXN0061328,1.895,2024-02-12
120.89,18,3,shopping,0.18,0,5,2348.67,0,0,1,Chennai,Kotak,0,0,TXN0064160,0.051,2024-02-14
1436.79,18,3,travel,0.25,0,5,2111.26,0,0,2,Kolkata,Axis,0,0,TXN0052468,0.68,2024-02-06
7739.32,5,1,food,0.07,1,10,254.88,1,1,1,Bengaluru,SBI,0,1,TXN0096476,30.246,2024-03-07
971.22,13,2,grocery,0.05,0,1,628.54,0,0,0,Kolkata,HDFC,1,0,TXN0048449,1.543,2024-02-03
2510.12,19,3,education,0.03,0,2,868.66,0,0,0,Pune,SBI,0,0,TXN0063199,2.886,2024-02-13
2377.69,10,1,entertainment,0.22,1,5,1832.67,0,0,0,Ahmedabad,Axis,0,0,TXN0004051,1.297,2024-01-03
3034.66,11,4,other,0.12,0,3,6849.04,0,0,0,Bengaluru,ICICI,0,0,TXN0013022,0.443,2024-01-10
4959.28,7,1,grocery,0.05,1,5,1196.53,0,0,0,Mumbai,HDFC,0,0,TXN0003172,4.141,2024-01-03
1753.4,14,6,food,0.07,0,4,486.52,0,0,0,Bengaluru,Kotak,1,0,TXN0058377,3.597,2024-02-10
368.76,11,4,grocery,0.05,0,1,892.11,0,0,0,Mumbai,Yes Bank,1,0,TXN0082669,0.413,2024-02-27
1603.03,13,3,utility,0.04,1,4,1463.05,0,1,0,Chennai,HDFC,0,0,TXN0006398,1.095,2024-01-05
734.02,11,1,education,0.03,0,4,3600.52,0,0,2,Chennai,SBI,0,0,TXN0072030,0.204,2024-02-20
1970.52,20,4,transport,0.08,1,4,1739.12,0,0,0,Ahmedabad,SBI,0,0,TXN0013247,1.132,2024-01-10
427.39,13,1,transport,0.08,0,3,2032.53,0,0,0,Kolkata,Yes Bank,0,0,TXN0025359,0.21,2024-01-18
2768.56,13,5,food,0.07,0,2,4739.87,0,0,0,Pune,SBI,0,0,TXN0054116,0.584,2024-02-07
216.45,14,0,shopping,0.18,0,1,1034.45,0,1,0,Chennai,HDFC,0,0,TXN0028312,0.209,2024-01-20
695.18,21,5,transport,0.08,1,2,6644.38,0,0,0,Pune,Kotak,0,0,TXN0017691,0.105,2024-01-13
1618.59,10,0,healthcare,0.06,0,2,2741.38,1,0,2,Chennai,Yes Bank,1,0,TXN0033429,0.59,2024-01-24
735.18,15,1,other,0.12,0,1,1348.32,0,0,0,Chennai,Axis,0,0,TXN0025072,0.545,2024-01-18
9410.69,7,3,utility,0.04,0,4,736.84,0,0,0,Pune,HDFC,1,0,TXN0061882,12.754,2024-02-12
259.31,9,2,transport,0.08,0,4,1046.58,0,0,0,Mumbai,Yes Bank,0,0,TXN0036859,0.248,2024-01-26
559.33,16,1,education,0.03,0,2,1053.14,0,0,0,Kolkata,Kotak,0,0,TXN0027581,0.531,2024-01-20
3402.65,9,1,food,0.07,0,4,1851.48,0,0,0,Mumbai,HDFC,0,0,TXN0078058,1.837,2024-02-24
211.15,18,2,grocery,0.05,0,3,601.19,0,0,1,Ahmedabad,Kotak,1,0,TXN0013828,0.351,2024-01-10
1622.43,12,4,education,0.03,0,2,1311.04,0,0,0,Mumbai,HDFC,1,0,TXN0048344,1.237,2024-02-03
314.75,12,3,transport,0.08,1,3,482.33,0,0,0,Bengaluru,Kotak,0,0,TXN0001368,0.651,2024-01-01
3494.28,20,6,education,0.03,1,3,2331.64,0,0,0,Bengaluru,HDFC,0,0,TXN0076039,1.498,2024-02-22
992.33,14,0,grocery,0.05,1,2,3449.74,0,0,0,Ahmedabad,Yes Bank,0,0,TXN0086959,0.288,2024-03-01
384.06,20,4,grocery,0.05,0,5,1481.65,0,0,0,Kolkata,Kotak,1,0,TXN0024455,0.259,2024-01-17
60579.53,4,3,food,0.07,0,12,539.04,0,0,1,Kolkata,Yes Bank,1,1,TXN0099669,112.176,2024-03-10
1643.55,8,3,other,0.12,0,1,946.8,0,0,0,Chennai,Kotak,0,0,TXN0040451,1.734,2024-01-29
145.7,21,2,other,0.12,0,2,1934.01,0,0,0,Kolkata,Kotak,0,0,TXN0028146,0.075,2024-01-20
28144.91,20,2,travel,0.25,0,2,895.96,0,0,1,Ahmedabad,HDFC,0,0,TXN0025620,31.378,2024-01-18
1220.48,8,1,grocery,0.05,1,4,1513.79,0,0,2,Delhi,ICICI,0,0,TXN0081815,0.806,2024-02-26
215.28,19,1,food,0.07,0,2,936.49,0,0,0,Chennai,Kotak,0,0,TXN0069602,0.23,2024-02-18
667.82,21,6,shopping,0.18,0,1,726.15,0,0,0,Delhi,SBI,0,0,TXN0050844,0.918,2024-02-05
685.74,16,6,transport,0.08,0,4,524.05,0,0,0,Bengaluru,Axis,0,0,TXN0035346,1.306,2024-01-25
660.19,17,6,utility,0.04,0,4,642.65,0,0,1,Hyderabad,Kotak,0,0,TXN0047338,1.026,2024-02-02
10382.38,2,2,utility,0.04,1,21,90.04,1,1,1,Hyderabad,ICICI,1,1,TXN0097202,114.042,2024-03-08
944.5,17,3,other,0.12,1,4,628.6,0,0,0,Chennai,Kotak,1,0,TXN0082400,1.5,2024-02-27
739.85,17,5,other,0.12,0,5,2595.52,0,0,0,Bengaluru,ICICI,0,0,TXN0047015,0.285,2024-02-02
1393.12,21,3,healthcare,0.06,1,5,485.0,0,0,1,Kolkata,Kotak,0,0,TXN0000267,2.867,2024-01-01
638.31,19,4,fuel,0.1,0,4,1488.41,0,0,0,Delhi,SBI,0,0,TXN0094537,0.429,2024-03-06
7702.79,0,4,shopping,0.18,1,19,352.63,1,0,3,Hyderabad,ICICI,1,1,TXN0097847,21.782,2024-03-08
1324.02,13,5,food,0.07,0,5,6268.71,0,0,0,Mumbai,SBI,0,0,TXN0032440,0.211,2024-01-23
200.64,19,5,grocery,0.05,0,4,1455.86,0,0,0,Bengaluru,HDFC,1,0,TXN0017372,0.138,2024-01-13
616.38,11,6,other,0.12,0,3,6951.27,0,0,0,Ahmedabad,SBI,0,0,TXN0053905,0.089,2024-02-07
7834.77,11,1,utility,0.04,0,3,1045.22,0,0,0,Ahmedabad,ICICI,0,0,TXN0038339,7.489,2024-01-27
1486.29,9,4,grocery,0.05,0,1,9152.37,0,0,0,Kolkata,Axis,1,0,TXN0066731,0.162,2024-02-16
915.26,18,3,healthcare,0.06,0,5,2270.13,0,0,0,Ahmedabad,Kotak,0,0,TXN0065739,0.403,2024-02-15
904.75,18,1,education,0.03,0,4,1612.92,0,1,0,Hyderabad,Kotak,0,0,TXN0067279,0.561,2024-02-16
693.85,15,5,shopping,0.18,0,5,1830.93,0,0,0,Bengaluru,ICICI,0,0,TXN0031865,0.379,2024-01-23
249.66,18,2,utility,0.04,0,1,262.37,0,0,0,Chennai,HDFC,1,0,TXN0061172,0.948,2024-02-12
356.13,12,1,shopping,0.18,0,2,3021.29,0,0,0,Mumbai,Yes Bank,0,0,TXN0053854,0.118,2024-02-07
4289.22,19,2,shopping,0.18,0,1,722.66,0,0,0,Pune,Yes Bank,1,0,TXN0052910,5.927,2024-02-06
1710.99,11,2,grocery,0.05,0,3,551.21,0,0,0,Delhi,ICICI,0,0,TXN0015820,3.098,2024-01-11
1865.53,16,6,food,0.07,0,5,575.23,0,0,1,Kolkata,ICICI,0,0,TXN0023846,3.237,2024-01-17
813.63,10,4,utility,0.04,0,2,296.51,0,1,0,Delhi,Axis,0,0,TXN0027652,2.735,2024-01-20
6689.47,12,5,other,0.12,1,2,1637.08,0,0,0,Chennai,Yes Bank,1,0,TXN0010012,4.084,2024-01-07
623.09,22,1,transport,0.08,1,5,649.28,0,0,0,Chennai,Yes Bank,0,0,TXN0028516,0.958,2024-01-20
403.13,8,0,grocery,0.05,0,5,738.51,0,0,0,Delhi,SBI,0,0,TXN0072142,0.545,2024-02-20
3970.61,7,3,healthcare,0.06,0,2,1352.23,0,0,1,Mumbai,Kotak,0,0,TXN0001477,2.934,2024-01-02
707.42,19,4,travel,0.25,0,4,1272.92,0,0,0,Pune,HDFC,0,0,TXN0073659,0.555,2024-02-21
3920.75,8,3,entertainment,0.22,1,1,528.6,0,0,0,Mumbai,Axis,0,0,TXN0021495,7.403,2024-01-15
208.6,16,5,entertainment,0.22,0,1,535.86,0,0,0,Delhi,Yes Bank,1,0,TXN0089834,0.389,2024-03-03
872.36,8,0,grocery,0.05,0,1,724.17,0,0,0,Pune,SBI,1,0,TXN0013946,1.203,2024-01-10
6556.32,21,3,entertainment,0.22,0,3,913.5,0,0,0,Chennai,ICICI,1,0,TXN0038415,7.169,2024-01-27
1338.18,16,6,food,0.07,0,5,349.34,0,0,0,Delhi,SBI,0,0,TXN0019594,3.82,2024-01-14
143.75,20,5,education,0.03,0,1,4008.96,0,0,1,Chennai,Kotak,0,0,TXN0020475,0.036,2024-01-15
2191.29,13,6,other,0.12,0,3,317.03,0,0,0,Kolkata,ICICI,1,0,TXN0010577,6.89,2024-01-08
13197.31,0,4,shopping,0.18,1,8,513.95,1,1,0,Hyderabad,Axis,0,1,TXN0096397,25.628,2024-03-07
1411.93,12,0,food,0.07,0,4,690.27,0,0,0,Chennai,SBI,1,0,TXN0043249,2.043,2024-01-31
1360.71,11,1,food,0.07,1,5,2802.09,0,0,0,Mumbai,Axis,0,0,TXN0063759,0.485,2024-02-14
1468.7,12,2,food,0.07,0,5,1013.08,0,0,0,Mumbai,Kotak,0,0,TXN0067790,1.448,2024-02-17
1494.19,13,4,grocery,0.05,0,4,814.09,0,0,0,Chennai,Axis,1,0,TXN0041124,1.833,2024-01-29
1899.04,15,1,food,0.07,0,2,1169.45,0,0,0,Ahmedabad,Kotak,0,0,TXN0085014,1.622,2024-02-29
1960.42,12,5,healthcare,0.06,0,4,592.81,0,0,0,Bengaluru,Kotak,0,0,TXN0046426,3.301,2024-02-02
1020.32,13,2,healthcare,0.06,1,2,2268.93,0,1,2,Ahmedabad,Axis,0,0,TXN0069989,0.449,2024-02-18
5961.52,4,3,shopping,0.18,1,20,260.42,0,1,1,Pune,ICICI,0,1,TXN0096662,22.804,2024-03-08
1896.92,21,0,shopping,0.18,0,4,690.88,0,0,0,Chennai,HDFC,0,0,TXN0050860,2.742,2024-02-05
9948.49,18,1,utility,0.04,0,3,1311.88,0,0,0,Pune,Yes Bank,1,0,TXN0087394,7.578,2024-03-01
2549.03,12,6,transport,0.08,0,1,969.74,0,0,0,Hyderabad,HDFC,0,0,TXN0076649,2.626,2024-02-23
357.55,21,1,shopping,0.18,0,1,1018.4,0,0,2,Kolkata,HDFC,0,0,TXN0051917,0.351,2024-02-06
5550.98,0,1,shopping,0.18,0,13,555.28,0,1,2,Delhi,Yes Bank,1,1,TXN0099450,9.979,2024-03-10
1038.69,9,0,other,0.12,0,1,5175.78,0,0,0,Mumbai,SBI,0,0,TXN0027028,0.201,2024-01-19
889.64,21,3,education,0.03,1,2,1702.17,0,0,1,Pune,SBI,0,0,TXN0025662,0.522,2024-01-18
1108.19,16,5,other,0.12,0,1,434.51,0,0,0,Pune,Kotak,0,0,TXN0030710,2.545,2024-01-22
1064.68,14,5,education,0.03,0,2,3128.02,0,0,0,Kolkata,Axis,0,0,TXN0030181,0.34,2024-01-21
987.49,21,1,other,0.12,0,1,915.5,0,0,0,Bengaluru,HDFC,0,0,TXN0073718,1.077,2024-02-21
516.92,9,5,utility,0.04,0,5,4965.12,0,0,0,Pune,Kotak,1,0,TXN0053859,0.104,2024-02-07
1340.94,12,1,other,0.12,0,4,1177.35,0,0,0,Delhi,SBI,0,0,TXN0012141,1.138,2024-01-09
4325.18,18,4,shopping,0.18,0,5,1674.2,0,0,0,Delhi,SBI,1,0,TXN0069971,2.582,2024-02-18
910.81,19,1,healthcare,0.06,0,3,2819.27,0,0,0,Mumbai,Yes Bank,1,0,TXN0022221,0.323,2024-01-16
471.49,20,2,transport,0.08,0,4,1462.54,0,0,0,Mumbai,Kotak,0,0,TXN0026384,0.322,2024-01-19
509.23,12,2,utility,0.04,0,2,1357.19,0,0,0,Bengaluru,Yes Bank,0,0,TXN0010279,0.375,2024-01-08
701.99,18,0,transport,0.08,0,2,1277.0,0,0,1,Delhi,ICICI,0,0,TXN0036204,0.549,2024-01-26
3445.25,11,6,entertainment,0.22,0,3,1525.08,0,0,0,Ahmedabad,Yes Bank,1,0,TXN0049533,2.258,2024-02-04
34591.05,2,5,shopping,0.18,1,12,215.6,1,1,1,Hyderabad,Yes Bank,0,1,TXN0097057,159.7,2024-03-08
6800.62,19,4,entertainment,0.22,1,1,1273.92,0,0,1,Mumbai,Axis,0,0,TXN0023611,5.334,2024-01-17
2046.34,12,5,utility,0.04,0,3,495.36,0,0,0,Hyderabad,HDFC,0,0,TXN0041959,4.123,2024-01-30
